Date,Open,High,Low,Close,Volume
1997-04-23,688.1699829101562,695.239990234375,688.0,693.0499877929688,35100
1997-04-24,694.0399780273438,697.4299926757812,689.2899780273438,690.7999877929688,44000
1997-04-25,691.5700073242188,693.969970703125,687.4099731445312,692.47998046875,41600
1997-04-28,703.1300048828125,707.4199829101562,703.1300048828125,704.1599731445312,41700
1997-04-29,705.1300048828125,705.6799926757812,701.0900268554688,704.0499877929688,38100
1997-04-30,705.0,706.5399780273438,701.8900146484375,703.22998046875,43700
1997-05-02,704.77001953125,709.5999755859375,699.1799926757812,706.0999755859375,65400
1997-05-06,706.530029296875,706.9199829101562,700.3200073242188,701.5700073242188,44500
1997-05-07,700.8699951171875,700.8699951171875,689.0900268554688,689.0999755859375,42000
1997-05-08,688.8900146484375,690.4400024414062,682.72998046875,684.6900024414062,39800
1997-05-09,685.9099731445312,693.2000122070312,685.9099731445312,687.6199951171875,44700
1997-05-12,678.5,683.3200073242188,667.6599731445312,672.0999755859375,36800
1997-05-13,673.0800170898438,684.6099853515625,669.010009765625,683.8599853515625,36000
1997-05-15,684.739990234375,705.0999755859375,684.739990234375,699.9500122070312,51200
1997-05-16,702.510009765625,709.5700073242188,695.9299926757812,699.530029296875,50100
1997-05-19,710.4099731445312,721.22998046875,710.4099731445312,721.2000122070312,56900
1997-05-20,723.1599731445312,734.760009765625,722.3499755859375,734.6699829101562,62800
1997-05-21,735.2999877929688,739.72998046875,729.3200073242188,737.7100219726562,64200
1997-05-22,737.1799926757812,738.1799926757812,723.5399780273438,724.3800048828125,60000
1997-05-23,723.6699829101562,730.5399780273438,715.530029296875,730.530029296875,53900
1997-05-26,724.7100219726562,725.510009765625,717.3499755859375,718.989990234375,39300
1997-05-27,719.8200073242188,724.3900146484375,716.510009765625,723.3499755859375,39800
1997-05-28,724.969970703125,738.1199951171875,724.969970703125,738.1199951171875,56100
1997-05-29,745.260009765625,749.3699951171875,741.8499755859375,742.5,65100
1997-05-30,742.3800048828125,752.2899780273438,741.0,746.3599853515625,55200
1997-06-02,758.9199829101562,770.969970703125,756.8800048828125,758.3900146484375,84900
1997-06-03,758.8900146484375,766.489990234375,753.3599853515625,766.0599975585938,60600
1997-06-04,766.5399780273438,774.47998046875,755.010009765625,763.25,87900
1997-06-05,762.9199829101562,766.77001953125,761.6699829101562,765.6699829101562,51300
1997-06-09,764.9099731445312,775.02001953125,762.4199829101562,775.010009765625,57000
1997-06-10,777.8800048828125,781.510009765625,769.1099853515625,769.8300170898438,67100
1997-06-11,769.7000122070312,770.5800170898438,764.9400024414062,765.7899780273438,46200
1997-06-12,767.9400024414062,777.8800048828125,767.9400024414062,774.6599731445312,59700
1997-06-13,775.6699829101562,789.4000244140625,775.6699829101562,789.1500244140625,83700
1997-06-16,793.5700073242188,796.8099975585938,786.1599731445312,789.0499877929688,58700
1997-06-17,790.989990234375,798.760009765625,783.3200073242188,792.2899780273438,60000
1997-06-18,793.02001953125,799.5399780273438,768.0399780273438,773.2100219726562,54300
1997-06-19,769.6900024414062,779.1699829101562,763.1799926757812,770.9500122070312,48700
1997-06-20,772.5999755859375,775.6099853515625,766.25,770.219970703125,42200
1997-06-23,759.3300170898438,762.4400024414062,751.8499755859375,753.0499877929688,31700
1997-06-24,751.6300048828125,753.969970703125,747.2899780273438,753.7000122070312,34500
1997-06-25,753.719970703125,753.8499755859375,742.52001953125,744.989990234375,37300
1997-06-26,746.0700073242188,751.989990234375,741.719970703125,744.3400268554688,44400
1997-06-27,743.3900146484375,751.3800048828125,737.97998046875,738.4299926757812,42400
1997-06-30,746.2999877929688,753.5599975585938,744.2100219726562,745.4000244140625,29300
1997-07-01,744.97998046875,760.52001953125,744.6699829101562,758.030029296875,37000
1997-07-02,763.3900146484375,777.2899780273438,763.3900146484375,777.2899780273438,52200
1997-07-03,778.8200073242188,782.1699829101562,773.27001953125,775.260009765625,51200
1997-07-04,776.02001953125,783.239990234375,773.9000244140625,781.7000122070312,47900
1997-07-07,777.7000122070312,777.75,772.1400146484375,773.510009765625,38400
1997-07-08,773.0,774.0,761.5700073242188,767.739990234375,39600
1997-07-09,768.260009765625,772.239990234375,763.969970703125,771.989990234375,39400
1997-07-10,771.989990234375,773.1699829101562,765.5,767.77001953125,38300
1997-07-11,766.9099731445312,771.0800170898438,762.7100219726562,768.2999877929688,39400
1997-07-14,767.1699829101562,770.72998046875,763.6099853515625,764.4500122070312,40000
1997-07-15,762.9299926757812,764.2000122070312,748.469970703125,755.0499877929688,42000
1997-07-16,750.3499755859375,750.3499755859375,737.5900268554688,739.719970703125,44000
1997-07-18,737.22998046875,748.0599975585938,736.7100219726562,747.3699951171875,41000
1997-07-21,741.02001953125,747.52001953125,736.9199829101562,740.9299926757812,27900
1997-07-22,740.8900146484375,741.1500244140625,723.4600219726562,725.97998046875,34700
1997-07-23,723.5599975585938,730.780029296875,721.6699829101562,730.5800170898438,31800
1997-07-24,729.4199829101562,739.0399780273438,724.9199829101562,739.0399780273438,40300
1997-07-25,739.8200073242188,746.8699951171875,733.5900268554688,733.6400146484375,43300
1997-07-28,732.5599975585938,738.1300048828125,730.9099731445312,733.9199829101562,28300
1997-07-29,733.6799926757812,734.6300048828125,731.4099731445312,732.6799926757812,29200
1997-07-30,733.6300048828125,736.280029296875,726.0599975585938,726.8900146484375,25500
1997-07-31,724.780029296875,726.1199951171875,721.4000244140625,726.1199951171875,25800
1997-08-01,726.8400268554688,735.1699829101562,726.7899780273438,731.4500122070312,29000
1997-08-04,729.6599731445312,734.6900024414062,729.239990234375,734.1900024414062,25800
1997-08-05,734.3699951171875,740.9099731445312,733.6599731445312,740.8599853515625,33700
1997-08-06,740.0399780273438,745.6500244140625,739.6799926757812,745.6500244140625,34100
1997-08-07,746.3800048828125,748.969970703125,743.4000244140625,745.3499755859375,34200
1997-08-08,745.969970703125,752.010009765625,745.9099731445312,752.010009765625,34000
1997-08-11,762.77001953125,766.47998046875,762.3599853515625,765.0700073242188,35600
1997-08-12,766.260009765625,766.7000122070312,761.7999877929688,762.02001953125,35300
1997-08-13,762.989990234375,766.52001953125,760.9400024414062,762.72998046875,33400
1997-08-14,762.780029296875,762.780029296875,753.6599731445312,755.780029296875,35900
1997-08-18,747.8400268554688,749.4400024414062,745.3699951171875,747.2899780273438,29000
1997-08-19,746.4600219726562,747.4500122070312,737.5399780273438,741.2899780273438,31600
1997-08-20,741.1599731445312,749.3099975585938,735.3699951171875,746.22998046875,34900
1997-08-21,745.75,746.6900024414062,739.4199829101562,739.469970703125,33900
1997-08-22,738.9199829101562,742.280029296875,729.719970703125,736.6199951171875,36200
1997-08-25,744.0399780273438,746.989990234375,739.989990234375,741.760009765625,34900
1997-08-26,740.77001953125,740.77001953125,731.5499877929688,734.030029296875,31400
1997-08-27,732.5499877929688,735.72998046875,730.239990234375,730.280029296875,32700
1997-08-28,729.8599853515625,731.3599853515625,716.5999755859375,716.8599853515625,38300
1997-08-29,714.969970703125,718.6099853515625,704.27001953125,704.27001953125,38800
1997-09-01,691.7999877929688,697.3800048828125,682.0999755859375,682.2000122070312,32300
1997-09-02,679.0900268554688,688.780029296875,671.0900268554688,688.780029296875,33200
1997-09-03,690.72998046875,697.4400024414062,687.3300170898438,688.6300048828125,36200
1997-09-04,687.3699951171875,690.1900024414062,682.219970703125,687.989990234375,28800
1997-09-05,688.0399780273438,701.3599853515625,686.989990234375,700.9199829101562,32900
1997-09-08,703.4600219726562,703.6500244140625,696.0499877929688,697.97998046875,33600
1997-09-09,694.8300170898438,694.8300170898438,687.75,688.969970703125,31100
1997-09-10,687.52001953125,691.6199951171875,685.6500244140625,691.6199951171875,27500
1997-09-11,690.5,695.3699951171875,687.6900024414062,695.3699951171875,27100
1997-09-12,694.469970703125,699.75,693.6099853515625,699.3300170898438,30500
1997-09-18,700.8099975585938,705.2000122070312,700.8099975585938,701.3900146484375,26400
1997-09-19,700.5700073242188,700.5700073242188,689.1599731445312,689.1599731445312,29200
1997-09-22,678.77001953125,682.22998046875,666.9500122070312,668.4500122070312,29300
1997-09-23,666.5599975585938,666.5599975585938,654.3699951171875,654.3699951171875,26600
1997-09-24,653.2999877929688,658.5800170898438,645.469970703125,655.75,32200
1997-09-25,655.219970703125,658.780029296875,643.3099975585938,647.0,32900
1997-09-26,644.3800048828125,645.9600219726562,637.2899780273438,638.260009765625,28800
1997-09-29,625.4400024414062,633.02001953125,622.030029296875,625.0700073242188,26700
1997-09-30,623.9299926757812,647.1099853515625,623.3099975585938,647.1099853515625,32700
1997-10-01,646.8599853515625,654.0499877929688,644.9199829101562,644.9199829101562,33700
1997-10-02,644.4400024414062,647.7000122070312,633.7000122070312,636.6500244140625,27900
1997-10-06,644.6799926757812,655.0399780273438,644.1300048828125,644.2100219726562,31200
1997-10-07,642.25,642.25,629.4600219726562,630.030029296875,26900
1997-10-08,627.6799926757812,627.7999877929688,610.1900024414062,610.4400024414062,29000
1997-10-09,607.489990234375,616.5399780273438,601.1300048828125,609.3599853515625,28600
1997-10-10,612.8200073242188,616.97998046875,607.3900146484375,609.8400268554688,24000
1997-10-13,618.219970703125,619.3400268554688,611.8300170898438,613.0,20800
1997-10-14,619.6699829101562,627.3300170898438,617.22998046875,620.6799926757812,23900
1997-10-15,621.5,621.510009765625,602.8200073242188,604.739990234375,26000
1997-10-16,598.1300048828125,598.1300048828125,573.4299926757812,579.25,32400
1997-10-17,577.8699951171875,592.8400268554688,564.469970703125,585.489990234375,41300
1997-10-20,584.5900268554688,585.4000244140625,561.0,565.6400146484375,33000
1997-10-21,559.77001953125,582.8499755859375,554.5800170898438,566.8499755859375,46300
1997-10-22,569.469970703125,601.9299926757812,569.469970703125,601.3200073242188,45600
1997-10-23,602.989990234375,614.6199951171875,593.9600219726562,604.0599975585938,62300
1997-10-24,596.3300170898438,596.3300170898438,569.7999877929688,570.9099731445312,50000
1997-10-27,549.3099975585938,557.5700073242188,529.1199951171875,530.469970703125,36800
1997-10-28,522.3900146484375,522.3900146484375,492.2999877929688,495.2799987792969,45600
1997-10-29,500.0499877929688,519.0700073242188,486.6400146484375,506.6400146484375,59500
1997-10-30,499.6499938964844,502.1900024414062,480.5400085449219,485.0799865722656,63600
1997-10-31,476.0799865722656,476.9400024414062,462.8299865722656,470.7900085449219,50700
1997-11-03,497.1099853515625,517.6799926757812,487.6700134277344,511.6600036621094,64800
1997-11-04,514.0800170898438,542.8599853515625,514.0800170898438,542.1300048828125,62900
1997-11-05,547.3300170898438,565.1599731445312,546.2999877929688,555.739990234375,86400
1997-11-06,555.2100219726562,558.25,544.530029296875,553.8699951171875,64500
1997-11-07,554.3800048828125,554.739990234375,514.9400024414062,515.6300048828125,77000
1997-11-10,501.4500122070312,526.5999755859375,501.4500122070312,525.3200073242188,62400
1997-11-11,521.6199951171875,537.9500122070312,509.4299926757812,522.1099853515625,57500
1997-11-12,521.3300170898438,521.3300170898438,507.2200012207031,517.489990234375,41700
1997-11-13,521.4600219726562,529.780029296875,515.5700073242188,519.469970703125,60400
1997-11-14,519.1400146484375,522.760009765625,509.5299987792969,520.010009765625,47000
1997-11-17,517.6500244140625,526.1199951171875,495.4100036621094,496.9800109863281,44700
1997-11-18,489.6900024414062,500.489990234375,476.2999877929688,494.6600036621094,48800
1997-11-19,494.739990234375,502.5899963378906,482.9500122070312,502.5899963378906,44200
1997-11-20,504.9400024414062,505.7099914550781,475.8599853515625,488.4100036621094,56900
1997-11-21,493.4299926757812,506.0700073242188,483.239990234375,506.0700073242188,69900
1997-11-24,477.0899963378906,477.0899963378906,450.010009765625,450.6400146484375,33200
1997-11-25,441.6600036621094,448.1099853515625,423.6900024414062,439.5899963378906,56800
1997-11-26,436.4500122070312,444.3200073242188,429.510009765625,438.7000122070312,63400
1997-11-27,439.0499877929688,445.5599975585938,432.8299865722656,433.1000061035156,57800
1997-11-28,430.25,430.25,407.2200012207031,411.9100036621094,48600
1997-12-01,405.5199890136719,412.1499938964844,393.1600036621094,393.1600036621094,46900
1997-12-02,389.1199951171875,389.1199951171875,367.3399963378906,376.8699951171875,40900
1997-12-03,369.010009765625,379.4500122070312,356.8200073242188,379.3099975585938,88200
1997-12-04,383.0599975585938,406.010009765625,383.0599975585938,405.8099975585938,111200
1997-12-05,417.4299926757812,436.5,417.4299926757812,434.1199951171875,92200
1997-12-08,432.7799987792969,438.5499877929688,414.6300048828125,414.8299865722656,98100
1997-12-09,410.1300048828125,410.1300048828125,387.9299926757812,388.0,81300
1997-12-10,396.3299865722656,405.4599914550781,380.4599914550781,399.8500061035156,87200
1997-12-11,398.0599975585938,398.0599975585938,376.1900024414062,377.3699951171875,78000
1997-12-12,362.6499938964844,362.6499938964844,350.6799926757812,350.6799926757812,43900
1997-12-15,367.0400085449219,385.9500122070312,367.0400085449219,385.7999877929688,79500
1997-12-16,393.9200134277344,413.1199951171875,393.9200134277344,404.260009765625,100700
1997-12-17,404.4800109863281,422.5199890136719,398.9700012207031,418.489990234375,111300
1997-12-19,416.1099853515625,420.1400146484375,396.5899963378906,397.0199890136719,99300
1997-12-22,402.1199951171875,409.0400085449219,395.4400024414062,396.0599975585938,75200
1997-12-23,391.2699890136719,391.2699890136719,366.3200073242188,366.3599853515625,85900
1997-12-24,361.3200073242188,361.3200073242188,343.3200073242188,351.4500122070312,85800
1997-12-26,359.6499938964844,376.8399963378906,359.6499938964844,375.1499938964844,68600
1998-01-05,389.0799865722656,403.9299926757812,389.0799865722656,396.489990234375,98400
1998-01-06,396.8399963378906,406.3900146484375,395.8900146484375,406.3399963378906,74800
1998-01-07,407.6900024414062,424.010009765625,407.2200012207031,409.4200134277344,97700
1998-01-08,409.8800048828125,424.8099975585938,403.0799865722656,423.9599914550781,90000
1998-01-09,420.7699890136719,420.9200134277344,408.3099975585938,414.0,85300
1998-01-12,447.0700073242188,461.5599975585938,444.0700073242188,456.2000122070312,113100
1998-01-13,456.0,466.5899963378906,450.010009765625,463.739990234375,111800
1998-01-14,466.0,482.8399963378906,463.8099975585938,475.1300048828125,128200
1998-01-15,479.5499877929688,506.5199890136719,479.5499877929688,505.9800109863281,129200
1998-01-16,512.27001953125,532.4299926757812,485.8299865722656,488.1000061035156,200100
1998-01-19,502.3099975585938,528.7999877929688,502.3099975585938,528.77001953125,151200
1998-01-20,529.25,543.4600219726562,520.489990234375,533.5499877929688,127800
1998-01-21,529.8200073242188,529.8200073242188,504.0700073242188,506.6600036621094,131200
1998-01-22,503.989990234375,510.8699951171875,483.989990234375,483.989990234375,110800
1998-01-23,483.4700012207031,492.6700134277344,474.4700012207031,486.8599853515625,87500
1998-01-26,512.6099853515625,522.5,512.1300048828125,518.6400146484375,80800
1998-01-30,528.47998046875,558.3400268554688,528.47998046875,558.3300170898438,61300
1998-02-02,556.5800170898438,556.5800170898438,534.3900146484375,543.6799926757812,98000
1998-02-03,547.7000122070312,564.1300048828125,539.6799926757812,550.2100219726562,104600
1998-02-04,552.969970703125,560.8599853515625,545.7899780273438,547.280029296875,100300
1998-02-05,546.739990234375,549.1699829101562,524.3800048828125,528.0499877929688,95200
1998-02-06,539.3099975585938,553.1099853515625,534.760009765625,540.4500122070312,104100
1998-02-09,543.0800170898438,557.9600219726562,542.9199829101562,554.239990234375,90800
1998-02-10,554.8300170898438,558.6500244140625,538.3699951171875,541.77001953125,86200
1998-02-11,539.219970703125,539.219970703125,511.8099975585938,520.1400146484375,83000
1998-02-12,516.5,516.5,497.2699890136719,512.489990234375,78100
1998-02-13,519.469970703125,529.1400146484375,506.2000122070312,506.2000122070312,91700
1998-02-16,482.9299926757812,486.989990234375,469.8599853515625,476.9800109863281,69400
1998-02-17,475.8800048828125,475.8800048828125,462.260009765625,471.7300109863281,58900
1998-02-18,475.1600036621094,492.7099914550781,472.6199951171875,487.7300109863281,68800
1998-02-19,488.5599975585938,516.6900024414062,488.5599975585938,513.4500122070312,78000
1998-02-20,518.7100219726562,536.6300048828125,518.7100219726562,522.1300048828125,83900
1998-02-23,537.5499877929688,553.530029296875,537.5499877929688,543.0599975585938,83500
1998-02-24,541.5800170898438,546.3300170898438,534.0700073242188,540.8900146484375,77000
1998-02-25,539.3800048828125,547.7899780273438,516.0999755859375,516.3800048828125,81900
1998-02-26,516.719970703125,531.4099731445312,507.5899963378906,524.97998046875,71700
1998-02-27,527.4000244140625,551.1900024414062,527.4000244140625,548.4199829101562,85900
1998-03-02,562.6599731445312,581.1199951171875,562.6400146484375,574.3499755859375,99900
1998-03-03,577.239990234375,591.7000122070312,567.5499877929688,570.8900146484375,108900
1998-03-04,570.3300170898438,572.760009765625,553.25,572.760009765625,86400
1998-03-05,570.1300048828125,570.1300048828125,535.6799926757812,535.6799926757812,94300
1998-03-06,530.760009765625,535.6300048828125,517.0599975585938,522.5499877929688,78400
1998-03-09,526.4000244140625,531.530029296875,507.7099914550781,507.7099914550781,57500
1998-03-10,507.8200073242188,525.5599975585938,501.8399963378906,525.5599975585938,58400
1998-03-11,522.0599975585938,540.9400024414062,518.3099975585938,531.0499877929688,70200
1998-03-12,534.9500122070312,544.5900268554688,534.5399780273438,535.8400268554688,70500
1998-03-13,537.8400268554688,540.0900268554688,521.7999877929688,536.1599731445312,86400
1998-03-16,535.5999755859375,539.5399780273438,528.8699951171875,528.8800048828125,73100
1998-03-17,528.5399780273438,528.5399780273438,513.4400024414062,515.510009765625,74500
1998-03-18,516.0,526.77001953125,510.8699951171875,518.0800170898438,67800
1998-03-19,518.0,525.1199951171875,518.0,521.72998046875,65300
1998-03-20,522.3800048828125,530.4000244140625,522.3800048828125,525.9500122070312,68500
1998-03-23,521.9099731445312,522.8400268554688,511.8900146484375,511.8999938964844,76200
1998-03-24,512.7999877929688,513.3699951171875,506.1000061035156,508.4299926757812,73500
1998-03-25,509.25,512.8499755859375,503.739990234375,510.1400146484375,73900
1998-03-26,508.8900146484375,508.8900146484375,498.4299926757812,501.1300048828125,71800
1998-03-27,501.2000122070312,503.0799865722656,493.9500122070312,503.0799865722656,62900
1998-03-30,493.0499877929688,493.0499877929688,479.5199890136719,482.3299865722656,59000
1998-03-31,482.9100036621094,490.3099975585938,481.0400085449219,481.0400085449219,59400
1998-04-01,482.8800048828125,482.8800048828125,468.2200012207031,468.2200012207031,56200
1998-04-02,464.8699951171875,466.3399963378906,450.25,453.6600036621094,61000
1998-04-03,449.6400146484375,450.739990234375,421.9200134277344,434.4500122070312,63200
1998-04-06,441.0799865722656,441.8800048828125,431.8699951171875,435.9200134277344,50100
1998-04-07,437.7099914550781,459.5799865722656,437.7099914550781,459.5799865722656,59000
1998-04-08,458.9599914550781,465.8200073242188,455.1099853515625,455.5299987792969,61900
1998-04-09,467.989990234375,475.0299987792969,465.489990234375,468.1099853515625,60700
1998-04-10,467.2300109863281,470.0499877929688,463.7300109863281,468.2900085449219,54000
1998-04-13,488.8399963378906,498.7099914550781,486.1300048828125,494.8900146484375,69800
1998-04-14,491.1900024414062,491.1900024414062,467.0700073242188,467.6300048828125,52900
1998-04-15,466.9400024414062,470.6099853515625,462.0199890136719,467.8699951171875,45700
1998-04-16,465.8999938964844,465.8999938964844,447.3500061035156,454.1499938964844,44600
1998-04-17,450.5299987792969,454.3800048828125,446.4599914550781,450.2300109863281,37000
1998-04-20,441.2200012207031,441.2200012207031,434.4400024414062,435.7300109863281,35700
1998-04-21,434.0799865722656,441.1700134277344,429.3299865722656,439.2099914550781,40300
1998-04-22,437.9700012207031,444.010009765625,431.8099975585938,431.8099975585938,41600
1998-04-23,428.760009765625,428.760009765625,414.2900085449219,416.5400085449219,44600
1998-04-24,416.2099914550781,429.4800109863281,412.3399963378906,414.5599975585938,55100
1998-04-27,411.5899963378906,413.8500061035156,406.0599975585938,406.25,44800
1998-04-28,406.1600036621094,407.510009765625,399.4800109863281,402.3900146484375,40200
1998-04-29,403.3399963378906,418.4700012207031,401.1900024414062,417.0499877929688,47100
1998-04-30,418.3099975585938,423.4700012207031,414.6099853515625,421.2200012207031,48900
1998-05-04,401.5299987792969,401.5299987792969,389.8200073242188,391.7999877929688,41600
1998-05-06,388.7999877929688,388.7999877929688,374.5299987792969,376.2300109863281,44200
1998-05-07,376.1099853515625,380.4500122070312,369.9500122070312,379.4700012207031,50100
1998-05-08,376.4599914550781,379.6300048828125,368.5700073242188,373.0400085449219,47600
1998-05-11,372.2900085449219,372.2900085449219,361.5799865722656,361.5799865722656,39300
1998-05-12,356.5499877929688,356.7999877929688,348.6099853515625,351.8599853515625,43800
1998-05-13,349.3800048828125,360.1400146484375,344.5700073242188,356.5799865722656,55300
1998-05-14,354.6900024414062,372.8299865722656,349.0700073242188,362.9400024414062,89200
